-2.336165885874287973e+00,2.763158882916575895e-02,-6.113486950495663486e-01,-4.237180336463989838e-01
-4.353368682928322464e+00,-2.126750466167268705e+00,-1.422830854768524445e+00,3.706543860186936601e-01
-1.105702659841070634e+00,-2.406383172234454193e-01,-1.798146370119357629e+00,-4.978987948678211817e-01
-3.684711062483959854e+00,4.840348379088244002e-01,2.140023020067489679e+00,-1.058600437030011499e+00
-1.421809648512545099e+00,2.908279705182319930e+00,-1.202049117084922347e+00,2.952340595809294643e-01
-3.349534642283541253e+00,-1.372624187834629472e+00,-5.048866665206250826e-01,-3.915721173468345584e-01
-4.112640740459523769e+00,1.545821744845793377e-01,2.479465536579601448e+00,1.084555159573820093e+00
-1.730865117718652479e+00,2.951426578914786991e-01,-9.292877574117733852e-01,2.552249393812160982e-01
2.816880244962908453e+00,5.897551069394139089e-01,-4.318367872037660593e-01,-7.366208920429252460e-01
3.797577141393635447e+00,-2.165460097738922673e+00,2.402043915967610743e-01,1.262224631562351096e+00
3.304099062542089627e+00,1.045399519028774371e+00,8.147981904812922060e-01,-7.667410836203450986e-01
1.496939215646652777e+00,2.984546851012539470e+00,-7.536837224172295846e-01,8.187384657713535629e-01
2.399277540944818821e+00,-1.189119098993223878e+00,3.810923957398080764e-01,-7.556125897817096426e-01
1.783649798831708821e+00,-7.208625547144149187e-03,2.255447916705522748e-01,7.275917315332914859e-01
2.261333900646417927e+00,-1.976937117889393525e-01,2.496585986132450419e+00,-3.260904711009225687e-02
4.235041535133672319e+00,-1.189877935983522095e+00,-1.123644341692190407e+00,-1.508503779755168694e-01
